amount,amountfinancedByXepelin,PayerId,ReceiverId,days
0.010188987067819434,0.10451948425127466,74,84,113
-0.19308825999798523,-0.1372113600202364,130,68,115
0.8834357011836773,1.1255390345059666,164,17,115
-0.18990653662358797,-0.14074491062696884,163,143,115
-0.19185219947114704,-0.14074491062696884,18,118,116
-0.1901817070863515,-0.14074491062696884,61,109,119
0.18329353329682765,0.3069171836422569,86,101,119
-0.1901817070863515,-0.14074491062696884,176,100,119
-0.1901817070863515,-0.14074491062696884,200,106,119
-0.11402711334005373,-0.04071675302589365,16,105,119
-0.18990653662358797,-0.14074491062696884,90,104,119
-0.18734174023481098,-0.14074491062696884,175,145,119
-0.1905256701648059,-0.14074491062696884,194,14,119
-0.19721062504391426,-0.14074491062696884,89,58,119
-0.18200317366242244,-0.14074491062696884,22,42,119
-0.18858519921277067,-0.14074491062696884,160,54,119
-0.18990653662358797,-0.14074491062696884,38,79,119
-0.1625617314812391,-0.12108050079525327,199,17,119
-0.1921286679077915,-0.14074491062696884,31,91,119
-0.18990653662358797,-0.14074491062696884,59,16,119
1.4481380587166046,1.785801635894395,62,85,119
-0.18990653662358797,-0.14074491062696884,146,89,119
-0.15414904356918488,-0.11800178091278381,98,13,119
-0.10523768850905088,-0.03043996132100403,153,92,119
-0.033670588748924146,-0.07773901788027877,5,34,119
-0.19162505404197902,-0.14074491062696884,167,89,119
-0.18990653662358797,-0.14074491062696884,176,87,119
-0.19162375606809806,-0.14074491062696884,174,85,119
-0.17339111696225276,-0.14074491062696884,121,84,119
-0.18990653662358797,-0.14074491062696884,56,83,119
-0.18811273672010123,-0.14074491062696884,63,16,119
-0.18990653662358797,-0.14074491062696884,198,81,119
-0.18990523864970701,-0.14074491062696884,33,14,119
-0.19594860503945682,-0.14074491062696884,141,58,119
-0.18990523864970701,-0.14074491062696884,192,58,119
-0.18395013448386247,-0.14074491062696884,139,21,119
-0.1901817070863515,-0.14074491062696884,185,84,119
0.45086254182389607,0.6197648409334761,44,14,119
-0.08630394881140505,-0.14074491062696884,143,149,119
-0.18956776544065743,-0.14074491062696884,85,11,119
-0.19162505404197902,-0.14074491062696884,126,14,119
-0.1901817070863515,-0.14074491062696884,68,38,119
-0.18990653662358797,-0.14074491062696884,1,143,119
-0.18990523864970701,-0.14074491062696884,186,83,119
0.3314645204621464,-0.11082981215495265,148,44,119
-0.18990523864970701,-0.14074491062696884,191,80,119
-0.193151471325988,-0.14074491062696884,24,58,119
0.23748816124202127,0.3702827523370628,174,101,119
0.21956463461592665,0.3493261649271901,156,129,119
-0.15403222591989849,-0.08749162362534046,193,133,119
0.015549100006631913,0.11078664794468945,80,135,119
-0.1879452980894574,-0.14074491062696884,132,68,119
-0.18881273403410298,-0.139433914560387,71,87,119
-0.18990653662358797,-0.14074491062696884,152,16,119
2.1209900012628,0.1228644752252183,181,46,119
-0.18219696116284978,-0.14074491062696884,30,85,119
-0.19162505404197902,-0.14074491062696884,162,58,119
-0.18858519921277067,-0.14074491062696884,125,14,119
-0.18990523864970701,-0.14074491062696884,51,129,119
-0.18990523864970701,-0.14074491062696884,167,58,119
-0.19611643306226495,-0.14074491062696884,30,14,119
-0.19199108267640974,-0.14074491062696884,165,79,119
-0.18990653662358797,-0.14074491062696884,195,101,119
-0.19281529609081935,-0.14074491062696884,124,14,119
-0.19869031526820866,-0.14074491062696884,127,127,119
-0.1961666646514581,-0.14074491062696884,31,16,119
-0.1238439493965305,-0.05219481686888925,120,58,119
-0.18858519921277067,-0.14074491062696884,175,98,119
-0.18990523864970701,-0.14074491062696884,164,126,119
-0.18990653662358797,-0.14074491062696884,16,64,119
-0.18858519921277067,-0.14074491062696884,164,104,119
0.6661704491975429,0.27373442159350786,180,60,119
-0.19199108267640974,-0.14074491062696884,181,127,119
-0.17339111696225276,-0.14074491062696884,25,16,119
-0.18990653662358797,-0.14074491062696884,123,89,119
-0.1921286679077915,-0.14074491062696884,63,109,119
0.7246559191984141,0.9398901692179115,83,11,119
-0.18990523864970701,-0.14074491062696884,90,21,119
-0.19281529609081935,-0.14074491062696884,80,36,119
-0.18990653662358797,-0.14074491062696884,77,58,119
-0.19162505404197902,-0.14074491062696884,180,67,119
-0.19185219947114704,-0.14074491062696884,79,14,119
-0.1820018756885415,-0.14074491062696884,38,117,119
-0.1468803898358088,-0.07912953723665501,135,83,119
-0.19018300506023245,-0.14074491062696884,154,18,119
0.05910254868355106,-0.08762100073325978,47,58,119
-0.18219566318896882,-0.14074491062696884,198,92,119
-0.19235062144143567,-0.14074491062696884,83,58,119
-0.18990653662358797,-0.14074491062696884,26,98,119
0.06955675481427323,-0.025137472802356564,169,88,120
-0.19235062144143567,-0.14074491062696884,17,58,121
-0.18990523864970701,-0.14074491062696884,111,129,121
0.015729777970861523,-0.029372770912923528,131,97,122
-0.18734174023481098,-0.14074491062696884,16,14,122
-0.1901817070863515,-0.14074491062696884,32,83,122
1.5689805952104745,1.927093426940559,176,19,123
-0.19347726277010896,-0.14074491062696884,165,38,127
1.3481544816793143,1.6688986058465483,112,109,127
-0.1911551874970715,-0.14074491062696884,70,101,127
-0.1921286679077915,-0.14074491062696884,26,65,127
-0.19329944034841745,-0.14074491062696884,177,106,127
-0.18990523864970701,-0.14074491062696884,50,37,127
-0.19231947006829264,-0.14074491062696884,50,71,127
-0.18296367433433286,-0.14074491062696884,42,67,127
-0.18990653662358797,-0.14074491062696884,173,105,127
-0.19029722676175692,-0.14074491062696884,44,14,127
-0.19282178596022415,-0.14074491062696884,169,73,127
-0.193151471325988,-0.14074491062696884,22,68,127
-0.19333448564320335,-0.14074491062696884,136,104,127
-0.18839050313062666,-0.14074491062696884,5,14,128
-0.18990523864970701,-0.14074491062696884,134,19,128
-0.18990653662358797,-0.14074491062696884,84,14,128
-0.18990653662358797,-0.14074491062696884,134,92,128
-0.18794400011557644,-0.14074491062696884,77,83,128
-0.18990523864970701,-0.14074491062696884,84,14,128
-0.19386055445715644,-0.14074491062696884,40,14,128
-0.1933007383222984,-0.14074491062696884,21,77,128
-0.18990653662358797,-0.14074491062696884,199,58,128
-0.18990653662358797,-0.14074491062696884,101,14,128
-0.18990523864970701,-0.14074491062696884,187,125,129
-0.11810742403223964,-0.04548754336554366,16,64,129
-0.12862769703350269,-0.14074491062696884,2,67,129
0.01566351640423852,-0.14074491062696884,192,65,129
-0.1848548222788916,-0.14074491062696884,137,127,130
0.5549405774686746,0.7414552033793459,110,16,130
2.464750011703527,0.8843705443381447,101,87,130
-0.1842802092417906,-0.14074491062696884,56,118,130
-0.18745894727626167,-0.14074491062696884,136,116,130
-0.18990523864970701,-0.14074491062696884,73,58,130
0.9612213289087893,0.49415598355918783,105,115,130
-0.18858519921277067,-0.14074491062696884,16,14,130
-0.17326780944356157,-0.14074491062696884,112,126,130
-0.19315017335210705,-0.14074491062696884,98,129,130
-0.17090303082984054,-0.10721734530643952,37,16,130
-0.19307489086701135,-0.14074491062696884,52,14,130
-0.18990653662358797,-0.14074491062696884,196,79,130
-0.1901817070863515,-0.14074491062696884,122,101,130
-0.17339111696225276,-0.14074491062696884,136,46,130
-0.18990523864970701,-0.14074491062696884,145,85,130
-0.1923207680421736,-0.14074491062696884,8,14,130
-0.1944792986062101,-0.14074491062696884,127,58,130
-0.1923207680421736,-0.14074491062696884,9,14,130
8.351671414885152,1.3010818403429842,8,14,134
-0.18990523864970701,-0.14074491062696884,181,14,134
-0.1732665114696806,-0.14074491062696884,106,14,134
0.701967270860539,0.03608301585504692,18,12,134
0.1090789562117068,0.22014384353926877,66,14,134
0.24549192248287907,0.3796409286352245,94,19,134
-0.19231947006829264,-0.14074491062696884,16,16,134
-0.18401503317791046,-0.14074491062696884,55,114,134
-0.19233504575486415,-0.14074491062696884,87,77,136
-0.17338981898837183,-0.14074491062696884,152,83,136
-0.18990523864970701,-0.14074491062696884,79,67,136
-0.14876245196320084,-0.13760761061117754,111,14,136
1.1939910087003796,1.4886472320912847,152,46,136
4.105241806998881,4.892546648726228,175,64,136
8.139970252433223,9.610041208013651,7,21,136
-0.13128185892398375,-0.13089790891577718,147,67,136
-0.1892432719704174,-0.14074491062696884,38,82,137
-0.1921286679077915,-0.14074491062696884,191,118,137
-0.19199108267640974,-0.14074491062696884,85,86,137
-0.1879452980894574,-0.14074491062696884,171,125,137
-0.19192618398236175,-0.14074491062696884,134,103,137
-0.19276207916170002,-0.14074491062696884,84,95,137
-0.18990653662358797,-0.14074491062696884,18,55,137
-0.1947518731212117,-0.14074491062696884,98,115,137
-0.1923207680421736,-0.14074491062696884,7,14,140
-0.18990653662358797,-0.14074491062696884,1,97,140
-0.14078250854305865,-0.07199975831577583,123,14,141
-0.193151471325988,-0.14074491062696884,16,14,141
-0.1910513495865947,-0.14074491062696884,155,14,141
0.056470776842516515,-0.14074491062696884,153,14,141
-0.18990523864970701,-0.14074491062696884,195,14,141
-0.15403222591989849,-0.08749162362534046,75,14,141
0.0006732809517253815,-0.14074491062696884,102,16,141
0.030786274989997666,-0.0576426175058156,68,113,141
-0.0789224362490795,-0.13995028477703858,83,14,141
-0.1921805868630299,-0.14074491062696884,124,16,141
-0.19464543926297298,-0.14074491062696884,39,79,141
-0.19105394553435662,-0.14074491062696884,27,116,141
-0.18990523864970701,-0.14074491062696884,42,115,141
-0.1732665114696806,-0.14074491062696884,26,80,141
-0.18811533266786315,-0.14074491062696884,184,80,141
0.025516501033300016,-0.02985658817984056,127,14,142
-0.12256414714990395,-0.050698443515124494,183,109,143
0.08032215018295559,-0.026256641696609934,11,55,143
0.8265221424513428,-0.07048813288066692,29,14,144
-0.17339111696225276,-0.14074491062696884,42,14,144
-0.1275930171542954,-0.1296104359597261,100,73,144
-0.19185219947114704,-0.14074491062696884,29,14,144
-0.18858519921277067,-0.14074491062696884,33,14,144
-0.16040865240750263,-0.1343630907399669,188,68,144
0.01566351640423852,-0.14074491062696884,87,71,144
1.8696211994400758,0.6698654240759656,137,53,144
-0.18219566318896882,-0.14074491062696884,36,126,148
-0.1848678020177012,-0.14074491062696884,114,116,148
-0.18984332529558523,-0.1393905106274076,110,135,148
-0.18530041671222516,-0.12405109025028282,155,133,148
0.01557921300067018,-0.14074491062696884,28,127,148
-0.1865983905931852,-0.13690639427435503,69,101,148
-0.1930881950992912,-0.13315673457474622,198,58,148
-0.18990653662358797,-0.14074491062696884,190,16,148
-0.18984332529558523,-0.12936276037013747,124,129,148
-0.18990653662358797,-0.14074491062696884,85,81,149
-0.18990523864970701,-0.14074491062696884,89,58,151
-0.18990653662358797,-0.14074491062696884,148,129,151
-0.18801538867902923,-0.14074491062696884,170,14,151
-0.1901817070863515,-0.14074491062696884,80,145,151
-0.19276207916170002,-0.14074491062696884,128,14,151
-0.17339111696225276,-0.14074491062696884,38,14,151
-0.19359148447163346,-0.14074491062696884,27,81,151
-0.1892432719704174,-0.14074491062696884,52,58,154
-0.1867083289809025,-0.14074491062696884,122,98,154
-0.18990653662358797,-0.14074491062696884,30,21,154
-0.1943819505651381,-0.14074491062696884,92,113,154
-0.1921805868630299,-0.14074491062696884,1,42,154
-0.1921805868630299,-0.14074491062696884,85,58,154
-0.19315017335210705,-0.14074491062696884,90,21,154
-0.1921805868630299,-0.14074491062696884,122,98,154
-0.18990653662358797,-0.14074491062696884,154,58,154
1.3481544816793143,-0.11569856486781312,15,58,154
-0.18990653662358797,-0.14074491062696884,90,109,154
-0.18990523864970701,-0.14074491062696884,106,55,154
-0.18990653662358797,-0.14074491062696884,93,151,154
-0.1933007383222984,-0.14074491062696884,107,100,154
-0.18990523864970701,-0.14074491062696884,53,88,154
-0.1923337477809832,-0.14074491062696884,165,42,154
-0.19162505404197902,-0.14074491062696884,150,55,154
2.5973017003749255,0.8799658039507543,61,58,155
0.2073532314451608,-0.14074491062696884,97,54,155
-0.14184736631499825,-0.14074491062696884,49,46,155
-0.19920067859820215,-0.14074491062696884,155,60,155
-0.15884277671751248,-0.12376979937693568,70,44,155
1.6471012299942625,2.0184338168936,104,14,155
-0.10225007712855118,-0.14074491062696884,128,37,155
-0.11810742403223964,-0.04548754336554366,177,38,155
-0.07664468678407682,-0.14074491062696884,138,42,155
-0.191853497445028,-0.14074491062696884,118,16,156
-0.18990523864970701,-0.14074491062696884,36,14,156
-0.18990523864970701,-0.14074491062696884,82,14,156
-0.18990523864970701,-0.14074491062696884,185,14,156
-0.19162505404197902,-0.14074491062696884,57,14,156
-0.1901817070863515,-0.14074491062696884,105,14,156
-0.19162505404197902,-0.14074491062696884,178,14,156
0.18981403488521836,0.04959651168797083,67,14,156
-0.19013498002663692,-0.14074491062696884,194,14,156
-0.18990523864970701,-0.14074491062696884,12,14,156
-0.16250903374167214,-0.12507738079844047,166,11,157
-0.18990653662358797,-0.14074491062696884,110,65,158
-0.18990523864970701,-0.14074491062696884,112,35,158
-0.18990523864970701,-0.14074491062696884,31,85,158
-0.18924456994429836,-0.14074491062696884,37,43,158
-0.18990653662358797,-0.14074491062696884,72,16,158
-0.18990523864970701,-0.14074491062696884,77,14,158
-0.18990523864970701,-0.14074491062696884,64,37,158
-0.18990523864970701,-0.14074491062696884,137,58,161
-0.1921286679077915,-0.14074491062696884,188,14,161
-0.18990653662358797,-0.14074491062696884,193,58,161
3.244778967433987,0.3321350204652823,66,14,161
-0.193151471325988,-0.14074491062696884,61,14,161
-0.1457511525593736,-0.12198993460077408,196,14,161
-0.18990523864970701,-0.14074491062696884,99,118,161
-0.18990523864970701,-0.14074491062696884,36,99,161
-0.18877340542550988,-0.14074491062696884,179,125,161
-0.18839050313062666,-0.14074491062696884,87,10,161
-0.18698479741754698,-0.14074491062696884,102,81,161
-0.18990523864970701,-0.14074491062696884,82,117,161
-0.1899999907430171,-0.14074491062696884,175,58,161
1.6551413994024813,0.29296456445242447,80,88,161
-0.18990523864970701,-0.14074491062696884,38,91,161
-0.18990523864970701,-0.14074491062696884,31,89,161
-0.18990523864970701,-0.14074491062696884,84,11,161
-0.18543631457756168,-0.14074491062696884,92,127,161
-0.19143295390759693,-0.14074491062696884,2,16,161
-0.19313758300546172,-0.14074491062696884,10,16,161
-0.15403222591989849,-0.08749162362534046,141,14,161
-0.18990523864970701,-0.14074491062696884,182,91,162
-0.18990523864970701,-0.14074491062696884,51,17,162
-0.19162505404197902,-0.14074491062696884,61,79,162
-0.19396309439375228,-0.14074491062696884,29,54,162
-0.1947518731212117,-0.14074491062696884,53,58,162
-0.18990653662358797,-0.14074491062696884,48,58,162
-0.19162375606809806,-0.14074491062696884,146,58,162
-0.19199108267640974,-0.14074491062696884,90,85,162
-0.1879452980894574,-0.14074491062696884,4,89,162
-0.1892432719704174,-0.14074491062696884,118,58,162
-0.18745894727626167,-0.14074491062696884,147,95,162
-0.18990523864970701,-0.14074491062696884,192,46,162
-0.19396569034151423,-0.14074491062696884,175,58,162
-0.19496772617761535,-0.14074491062696884,100,58,162
-0.18990523864970701,-0.14074491062696884,151,67,162
-0.1901817070863515,-0.14074491062696884,32,79,162
-0.1928165940647003,-0.14074491062696884,143,58,162
-0.1945441973002581,-0.14074491062696884,20,81,162
-0.18990523864970701,-0.14074491062696884,6,80,162
-0.18990653662358797,-0.14074491062696884,83,83,162
-0.19276207916170002,-0.14074491062696884,67,84,162
-0.18990653662358797,-0.14074491062696884,169,85,162
-0.1901817070863515,-0.14074491062696884,184,87,162
-0.18990653662358797,-0.14074491062696884,194,89,162
-0.18990523864970701,-0.14074491062696884,111,34,162
-0.16935221163686953,-0.134856393132098,104,92,162
-0.1901817070863515,-0.14074491062696884,175,13,162
-0.19018300506023245,-0.14074491062696884,24,16,162
-0.18990523864970701,-0.14074491062696884,18,14,163
-0.18990653662358797,-0.14074491062696884,119,14,163
-0.19196642117267151,-0.14074491062696884,155,11,163
-0.18839050313062666,-0.14074491062696884,181,149,163
-0.15884277671751248,-0.1357042115642285,129,28,163
-0.15626058747873064,-0.12504687663575215,129,34,163
-0.08930025661690717,-0.14074491062696884,116,21,163
-0.17153767515893595,-0.14074491062696884,71,18,163
-0.14349722091508654,-0.14074491062696884,52,19,163
-0.18990653662358797,-0.14074491062696884,159,83,164
-0.18990523864970701,-0.14074491062696884,127,16,164
-0.12219149884868034,-0.05026273480329299,141,38,164
-0.18543501660368072,-0.14074491062696884,183,100,164
-0.18990523864970701,-0.14074491062696884,179,14,164
-0.18990523864970701,-0.14074491062696884,123,109,164
-0.18924456994429836,-0.14074491062696884,101,106,164
-0.18990653662358797,-0.14074491062696884,13,105,164
-0.18990523864970701,-0.14074491062696884,185,104,164
-0.19047894310509134,-0.14074491062696884,106,101,164
-0.19190282045250448,-0.14074491062696884,142,92,164
-0.12557934047537406,-0.14074491062696884,184,17,164
1.078334526847885,1.3534190918919429,70,15,164
-0.10251642136892418,-0.027258195038209393,43,16,164
-0.18990523864970701,-0.14074491062696884,133,14,164
-0.10854654842508821,-0.1232038029851643,171,16,164
-0.03440082885435225,0.05238407616687055,8,154,164
-0.09418265026883231,-0.09911674484965433,58,10,164
-0.12543240983204937,-0.12872991281585763,142,13,164
-0.193151471325988,-0.14074491062696884,12,83,165
1.3008093268026408,1.6135415939534508,163,16,165
-0.19162505404197902,-0.14074491062696884,197,84,165
-0.19162505404197902,-0.14074491062696884,100,14,165
-0.1879452980894574,-0.14074491062696884,81,67,165
-0.18990653662358797,-0.14074491062696884,151,58,165
-0.19315017335210705,-0.14074491062696884,37,21,165
-0.06632813078343044,0.015053962088538977,87,14,165
-0.18990653662358797,-0.14074491062696884,124,117,165
-0.10571956131235728,-0.031003377758717185,75,11,168
0.5999218623133439,0.22516306827852453,67,18,168
-0.17339111696225276,-0.14074491062696884,30,14,168
-0.19506896814033023,-0.14074491062696884,27,135,169
-0.1951182911478067,-0.14074491062696884,180,68,169
-0.18219566318896882,-0.14074491062696884,70,81,169
-0.19496772617761535,-0.14074491062696884,151,16,169
-0.1901817070863515,-0.14074491062696884,114,87,169
-0.15690048860204392,-0.09084526037701325,37,79,169
-0.19196512319879055,-0.14074491062696884,48,80,169
-0.18990523864970701,-0.14074491062696884,156,16,169
-0.17326780944356157,-0.14074491062696884,190,83,169
-0.14231827123901056,-0.07379540634029357,9,13,170
0.06155799077285715,-0.03618248376858059,145,15,170
0.11911521475275984,0.00010047248612247142,131,17,170
0.13930597725542143,-0.06836005018764801,156,21,170
-0.16250903374167214,-0.12293457719108938,16,18,170
-0.1879452980894574,-0.14074491062696884,18,14,172
2.824970991801283,3.3956254341290997,143,87,172
-0.0640320149880122,0.01773863192911693,23,68,172
9.195143192260032,3.0478643209020797,109,135,172
-0.19047894310509134,-0.14074491062696884,97,133,172
-0.19315017335210705,-0.14074491062696884,138,44,172
-0.18990523864970701,-0.14074491062696884,86,80,172
0.026969452995646636,-0.044079116092763354,15,129,172
-0.193151471325988,-0.14074491062696884,144,58,172
-0.17338981898837183,-0.14074491062696884,37,46,172
-0.18990653662358797,-0.14074491062696884,162,14,172
-0.18990653662358797,-0.14074491062696884,44,14,172
-0.18990653662358797,-0.14074491062696884,17,14,172
-0.18990523864970701,-0.14074491062696884,39,101,172
-0.18990523864970701,-0.14074491062696884,57,16,172
-0.1930969564229877,-0.14074491062696884,107,89,172
-0.19218188483691087,-0.14074491062696884,190,87,172
-0.19496772617761535,-0.14074491062696884,49,85,172
-0.18990523864970701,-0.14074491062696884,190,122,172
-0.18486650404382024,-0.14074491062696884,134,93,172
-0.19162375606809806,-0.14074491062696884,1,53,172
-0.19556219821509505,-0.14074491062696884,30,84,172
-0.19396569034151423,-0.14074491062696884,166,81,172
-0.19496772617761535,-0.14074491062696884,143,117,172
-0.1929441848971987,-0.14074491062696884,13,58,172
-0.19496772617761535,-0.14074491062696884,76,88,172
-0.18990523864970701,-0.14074491062696884,134,16,172
-0.1949106153268531,-0.14074491062696884,146,91,172
-0.18990523864970701,-0.14074491062696884,133,99,172
-0.1949339788567104,-0.14074491062696884,160,125,172
-0.09297813050730143,-0.10916710764543472,113,14,172
-0.1915903981393574,-0.14074491062696884,89,116,172
-0.19496772617761535,-0.14074491062696884,149,103,172
-0.18986279490379962,-0.14074491062696884,158,14,172
-0.18990523864970701,-0.14074491062696884,115,86,172
-0.18990653662358797,-0.14074491062696884,19,55,172
-0.18990653662358797,-0.14074491062696884,119,82,172
-0.19021843974718267,-0.14074491062696884,102,37,172
-0.19253272717693437,-0.14074491062696884,147,65,172
0.04573737652999987,0.14608345470114065,42,35,172
-0.19550638533821374,-0.14074491062696884,151,87,172
-0.1894587356346568,-0.14074491062696884,9,43,172
-0.19064287720625658,-0.14074491062696884,9,14,172
